t,f,ferr
10001.044444445113,1.0003750561827172,0.0005
10001.045833334003,0.9994672335282135,0.0005
10001.047222222893,1.000103633710584,0.0005
10001.048611111783,0.9998501144271984,0.0005
10001.050000000672,0.999924324290863,0.0005
10001.051388889562,1.0006338612643442,0.0005
10001.052777778452,0.9995988866398617,0.0005
10001.054166667342,0.9997708918845903,0.0005
10001.055555556231,0.9993815304761519,0.0005
10001.056944445121,1.0002748221519304,0.0005
10001.058333334011,1.0005168174423535,0.0005
10001.0597222229,0.9999289921988607,0.0005
10001.06111111179,0.9996240095854101,0.0005
10001.06250000068,1.0004175981734733,0.0005
10001.06388888957,0.9993832484753807,0.0005
10001.06527777846,1.000350748961026,0.0005
10001.06666666735,1.00039088635093,0.0005
10001.06805555624,0.999893465206845,0.0005
10001.06944444513,1.00001563337931,0.0005
10001.070833334019,1.0004569478847738,0.0005
10001.072222222909,0.9991475458122383,0.0005
10001.073611111799,0.9996460602217482,0.0005
10001.075000000688,1.0010031604167686,0.0005
10001.076388889578,0.9995502685726502,0.0005
10001.077777778468,1.000715275341231,0.0005
10001.079166667358,1.0002580831943284,0.0005
10001.080555556247,0.9998513527569958,0.0005
10001.081944445137,0.9992097806161097,0.0005
10001.083333334027,1.0000834517218944,0.0005
10001.084722222917,0.9999524238939731,0.0005
10001.086111111807,1.0006595998730667,0.0005
10001.087500000696,1.0005356152192555,0.0005
10001.088888889586,0.9995560701437125,0.0005
10001.090277778476,0.9994175071064442,0.0005
10001.091666667366,1.000613893025056,0.0005
10001.093055556255,0.9996484427578989,0.0005
10001.094444445145,1.0006666014655108,0.0005
10001.095833334035,0.9995590924476582,0.0005
10001.097222222925,1.000542932039415,0.0005
10001.098611111815,1.0000868166807535,0.0005
10001.100000000704,1.0002373753619236,0.0005
10001.101388889594,0.999051983069445,0.0005
10001.102777778484,0.9993875377442489,0.0005
10001.104166667374,1.0000121009628455,0.0005
10001.105555556263,1.000455346449327,0.0005
10001.106944445153,1.0004441888477136,0.0005
10001.108333334043,1.0001732182718277,0.0005
10001.109722222933,0.9994432582544013,0.0005
10001.111111111823,1.0003848973689322,0.0005
10001.112500000712,1.0004714987487127,0.0005
10001.113888889602,1.0008045322797094,0.0005
10001.115277778492,0.9989745195237979,0.0005
10001.116666667382,1.0005946031080337,0.0005
10001.118055556271,0.9998033756294927,0.0005
10001.119444445161,1.0000050678683445,0.0005
10001.120833334051,1.0013966717077707,0.0005
10001.12222222294,1.0004358865259415,0.0005
10001.12361111183,0.999164588673683,0.0005
10001.12500000072,0.9995449168542081,0.0005
10001.12638888961,1.0006296143818645,0.0005
10001.1277777785,0.9995089500872104,0.0005
10001.12916666739,0.99932252928997,0.0005
10001.13055555628,1.0001908486273088,0.0005
10001.13194444517,0.9997619422770971,0.0005
10001.133333334059,0.9998508835973021,0.0005
10001.134722222949,1.000507650144524,0.0005
10001.136111111839,1.0008388086203488,0.0005
10001.137500000728,1.000642146452957,0.0005
10001.138888889618,1.000016385858987,0.0005
10001.140277778508,1.0000421530254056,0.0005
10001.141666667398,1.0000627538358626,0.0005
10001.143055556287,0.9995997647162674,0.0005
10001.144444445177,0.9999072205721322,0.0005
10001.145833334067,0.9997450470174367,0.0005
10001.147222222957,0.9995675887916389,0.0005
10001.148611111847,1.0003967497332873,0.0005
10001.150000000736,1.0004136277012965,0.0005
10001.151388889626,1.0003169686459108,0.0005
10001.152777778516,0.9999236104679233,0.0005
10001.154166667406,0.9994790548276142,0.0005
10001.155555556295,0.9999900409347924,0.0005
10001.156944445185,0.9990324258687655,0.0005
10001.158333334075,0.9998403089268997,0.0005
10001.159722222965,0.9990412581621178,0.0005
10001.161111111855,0.9990313920824624,0.0005
10001.162500000744,1.0008953347807998,0.0005
10001.163888889634,0.99946581902546,0.0005
10001.165277778524,1.000420385205309,0.0005
10001.166666667414,1.0004677799809947,0.0005
10001.168055556303,1.0006749306579312,0.0005
10001.169444445193,1.0001799421969222,0.0005
10003.930555558072,0.999726299131942,0.0005
10003.931944446962,0.9999132678836652,0.0005
10003.933333335852,0.9992106985766612,0.0005
10003.934722224742,0.9997597557984877,0.0005
10003.936111113631,0.9995626209826932,0.0005
10003.937500002521,1.0006504165091754,0.0005
10003.93888889141,1.0008941224343122,0.0005
10003.9402777803,0.9996604913141779,0.0005
10003.94166666919,0.9997018236998672,0.0005
10003.94305555808,1.0000673457723352,0.0005
10003.94444444697,1.0006083000253265,0.0005
10003.94583333586,0.9999338231088281,0.0005
10003.94722222475,0.9996371320593126,0.0005
10003.94861111364,1.0000578579705997,0.0005
10003.95000000253,0.999425981874636,0.0005
10003.951388891419,1.0000379784410491,0.0005
10003.952777780309,1.0006666167959848,0.0005
10003.954166669198,0.999790402683785,0.0005
10003.955555558088,0.9995964298404696,0.0005
10003.956944446978,0.9998790429914749,0.0005
10003.958333335868,0.9999786712285903,0.0005
10003.959722224758,1.000392204967238,0.0005
10003.961111113647,1.0000427111415036,0.0005
10003.962500002537,1.00143616710715,0.0005
10003.963888891427,1.0009919821023125,0.0005
10003.965277780317,0.9995945411201634,0.0005
10003.966666669206,1.0002168559248592,0.0005
10003.968055558096,0.999983989274923,0.0005
10003.969444446986,0.9997926322703349,0.0005
10003.970833335876,1.0000922553837281,0.0005
10003.972222224766,0.9997807336143126,0.0005
10003.973611113655,1.0002516013774292,0.0005
10003.975000002545,0.9993459328951324,0.0005
10003.976388891435,1.0015817823098987,0.0005
10003.977777780325,1.0003550554670628,0.0005
10003.979166669214,0.999962400753644,0.0005
10003.980555558104,1.000094573675429,0.0005
10003.981944446994,0.9994862666913983,0.0005
10003.983333335884,0.999564220743688,0.0005
10003.984722224774,1.000662594843165,0.0005
10003.986111113663,0.9994215564199643,0.0005
10003.987500002553,0.9999342420435482,0.0005
10003.988888891443,0.9994752547950938,0.0005
10003.990277780333,1.0001198949035905,0.0005
10003.991666669222,0.9994644828729408,0.0005
10003.993055558112,0.9994304822610126,0.0005
10003.994444447002,0.9998691690739162,0.0005
10003.995833335892,1.0013541441872682,0.0005
10003.997222224782,0.9996017920840135,0.0005
10003.998611113671,0.9994077292428933,0.0005
10004.000000002561,1.0004096915560061,0.0005
10004.001388891451,0.9997470809467593,0.0005
10004.00277778034,0.9999223320077725,0.0005
10004.00416666923,1.0000471452373687,0.0005
10004.00555555812,1.0004432297084513,0.0005
10004.00694444701,1.0005804847353836,0.0005
10004.0083333359,0.9997525810489735,0.0005
10004.00972222479,0.9994698313115294,0.0005
10004.01111111368,0.9997691690508828,0.0005
10004.01250000257,1.0000480906757319,0.0005
10004.013888891459,0.9992892178919648,0.0005
10004.015277780349,0.9995960726030046,0.0005
10004.016666669238,0.9998731245583155,0.0005
10004.018055558128,0.9998844392846599,0.0005
10004.019444447018,0.9994262303672463,0.0005
10004.020833335908,1.0006880117363492,0.0005
10004.022222224798,1.0012443787842316,0.0005
10004.023611113687,1.0002865936395535,0.0005
10004.025000002577,0.9995125494085593,0.0005
10004.026388891467,0.9996773260945631,0.0005
10004.027777780357,1.0006367807428511,0.0005
10004.029166669246,1.0000659523387472,0.0005
10004.030555558136,0.999122910096766,0.0005
10004.031944447026,1.000186683226064,0.0005
10004.033333335916,0.9999403907314047,0.0005
10004.034722224806,1.0000839274704387,0.0005
10004.036111113695,1.0003156921907215,0.0005
10004.037500002585,0.9995433722164845,0.0005
10004.038888891475,0.999898731893248,0.0005
10004.040277780365,0.9996769798311244,0.0005
10004.041666669254,0.9996595861159544,0.0005
10004.043055558144,1.0004211189623735,0.0005
10004.044444447034,1.0004254941177886,0.0005
10004.045833335924,0.9994042412925422,0.0005
10004.047222224814,0.9998959749917948,0.0005
10004.048611113703,1.0000765630625328,0.0005
10004.050000002593,0.9999603222834949,0.0005
10004.051388891483,1.0001078291714725,0.0005
10004.052777780373,1.0001613017565059,0.0005
10004.054166669262,0.999172849884724,0.0005
10004.055555558152,1.0001303672886228,0.0005
10004.056944447042,0.9996029937281975,0.0005
10004.058333335932,0.9998970225163297,0.0005
10004.059722224822,0.9986901063984213,0.0005
10004.061111113711,0.9960578377704113,0.0005
10004.062500002601,0.9948110630400111,0.0005
10004.063888891491,0.992413900087721,0.0005
10004.06527778038,0.991111729383806,0.0005
10004.06666666927,0.9900999211466602,0.0005
10004.06805555816,0.9900104334814568,0.0005
10004.06944444705,0.9888679917696825,0.0005
10004.07083333594,0.9883625932795582,0.0005
10004.07222222483,0.98902888164901,0.0005
10004.07361111372,0.9878845752376757,0.0005
10004.07500000261,0.988164215375105,0.0005
10004.076388891499,0.9882420720812681,0.0005
10004.077777780389,0.9879421771687426,0.0005
10004.079166669278,0.9876758532924468,0.0005
10004.080555558168,0.9869259801333673,0.0005
10004.081944447058,0.9873699247456051,0.0005
10004.083333335948,0.9871340610087295,0.0005
10004.084722224838,0.9877811344297307,0.0005
10004.086111113727,0.9867946747618142,0.0005
10004.087500002617,0.986785376485927,0.0005
10004.088888891507,0.9870605818683861,0.0005
10004.090277780397,0.9875342453868451,0.0005
10004.091666669286,0.9879046504980324,0.0005
10004.093055558176,0.986338968070614,0.0005
10004.094444447066,0.9876256074616655,0.0005
10004.095833335956,0.9869769264389915,0.0005
10004.097222224846,0.9868401396650467,0.0005
10004.098611113735,0.986956057518989,0.0005
10004.100000002625,0.9869633020591033,0.0005
10004.101388891515,0.9860285231540735,0.0005
10004.102777780405,0.9869079052929899,0.0005
10004.104166669295,0.986583686358123,0.0005
10004.105555558184,0.9872039809643149,0.0005
10004.106944447074,0.9868004013190917,0.0005
10004.108333335964,0.9870568021622378,0.0005
10004.109722224854,0.9866248024727854,0.0005
10004.111111113743,0.9873524660804023,0.0005
10004.112500002633,0.9872925346483129,0.0005
10004.113888891523,0.986930997037747,0.0005
10004.115277780413,0.9865622662547862,0.0005
10004.116666669303,0.9871778601361438,0.0005
10004.118055558192,0.9866530413373442,0.0005
10004.119444447082,0.9883992581153707,0.0005
10004.120833335972,0.987033000773411,0.0005
10004.122222224862,0.9875561615013648,0.0005
10004.123611113751,0.9877976880069094,0.0005
10004.125000002641,0.9890061917801934,0.0005
10004.126388891531,0.9890712476296459,0.0005
10004.12777778042,0.9887782810477039,0.0005
10004.12916666931,0.9895892875744329,0.0005
10004.1305555582,0.9895097155134507,0.0005
10004.13194444709,0.9900664675922443,0.0005
10004.13333333598,0.9913196775098246,0.0005
10004.13472222487,0.9918778650941532,0.0005
10004.13611111376,0.9925150117394335,0.0005
10004.13750000265,0.9946729732603988,0.0005
10004.138888891539,0.996792320428684,0.0005
10004.140277780429,0.9976934505167412,0.0005
10004.141666669319,0.9989402044317284,0.0005
10004.143055558208,0.9994243017509257,0.0005
10004.144444447098,0.9988850768255927,0.0005
10004.145833335988,0.9996422833187266,0.0005
10004.147222224878,1.0002623981411345,0.0005
10004.148611113767,1.0004065030203022,0.0005
10004.150000002657,1.000453249250974,0.0005
10004.151388891547,1.0007761192960591,0.0005
10004.152777780437,1.0000144238522373,0.0005
10004.154166669327,0.9995975441919439,0.0005
10004.155555558216,1.000077160944358,0.0005
10004.156944447106,0.9998971525750597,0.0005
10004.158333335996,1.0003458157423943,0.0005
10004.159722224886,1.0003825574316685,0.0005
10004.161111113775,1.0001295588435777,0.0005
10004.162500002665,1.0006364778884125,0.0005
10004.163888891555,0.9998721644865703,0.0005
10004.165277780445,1.000099836038884,0.0005
10004.166666669335,1.0002111529169533,0.0005
10004.168055558224,1.000452537147744,0.0005
10004.169444447114,1.0008157927286818,0.0005
10004.170833336004,0.9998292925594322,0.0005
10004.172222224894,1.0000763317721724,0.0005
10004.173611113783,0.9993717027529746,0.0005
10004.175000002673,1.0008364476610663,0.0005
10004.176388891563,0.9996069435951958,0.0005
10004.177777780453,1.0005724094289472,0.0005
10004.179166669343,1.00006181589173,0.0005
10004.180555558232,1.0006048296761771,0.0005
10004.181944447122,1.0007987485064294,0.0005
10004.183333336012,1.0000710139925184,0.0005
10004.184722224902,0.9999652091546201,0.0005
10004.186111113791,1.0000327623916254,0.0005
10004.187500002681,1.0002654006538614,0.0005
10004.188888891571,0.9994686983567069,0.0005
10004.19027778046,0.9999963009369731,0.0005
10004.19166666935,1.0007988891376918,0.0005
10004.19305555824,0.999454133917529,0.0005
10004.19444444713,1.0001653995477002,0.0005
10004.19583333602,0.9985514085513945,0.0005
10004.19722222491,1.0001121706744363,0.0005
10004.1986111138,1.0003431205272495,0.0005
10004.20000000269,1.0001747912629038,0.0005
10004.201388891579,0.999029712925496,0.0005
10004.202777780469,0.9995118543690266,0.0005
10004.204166669359,1.0000370771283635,0.0005
10004.205555558248,1.0003325659279554,0.0005
10004.206944447138,1.0009382918582426,0.0005
10004.208333336028,1.0005431347599874,0.0005
10004.209722224918,0.9993676522503857,0.0005
10004.211111113807,0.9999981158022206,0.0005
10004.212500002697,1.0003799125267845,0.0005
10004.213888891587,1.000083191154748,0.0005
10004.215277780477,0.9992586529731992,0.0005
10004.216666669367,1.0006430992858013,0.0005
10004.218055558256,0.9998048589423112,0.0005
10004.219444447146,0.9995982860077668,0.0005
10004.220833336036,1.0008743469267927,0.0005
10004.222222224926,0.9994717282459985,0.0005
10004.223611113815,1.0006685864857496,0.0005
10004.225000002705,0.9999446436481705,0.0005
10004.226388891595,0.9997172586530315,0.0005
10004.227777780485,0.9987988754450176,0.0005
10004.229166669375,0.9998234556617114,0.0005
10004.230555558264,1.0004787780370548,0.0005
10004.231944447154,1.0003738724722078,0.0005
10004.233333336044,1.0006047831818359,0.0005
10004.234722224934,0.9998455556492565,0.0005
10004.236111113823,0.999067530312295,0.0005
10004.237500002713,1.0001385768583444,0.0005
10004.238888891603,1.0003506598451686,0.0005
10004.240277780493,0.9997845760976047,0.0005
10004.241666669383,0.9993234685681202,0.0005
10004.243055558272,1.0006357170452398,0.0005
10004.244444447162,1.0003198452928999,0.0005
10004.245833336052,0.999582067206766,0.0005
10004.247222224942,1.0000747293232553,0.0005
10004.248611113831,0.9995209731717335,0.0005
10004.250000002721,1.0009964416599149,0.0005
10004.251388891611,1.000625189371269,0.0005
10004.2527777805,0.9994375961346874,0.0005
10004.25416666939,1.0000596217428148,0.0005
10004.25555555828,0.9994707253902401,0.0005
10004.25694444717,0.9995795759080928,0.0005
10004.25833333606,1.0012718966416805,0.0005
10004.25972222495,1.0000834495468192,0.0005
10004.26111111384,0.9997434923507217,0.0005
10004.26250000273,0.9998136160642418,0.0005
10004.263888891619,1.0000991915541733,0.0005
10004.265277780509,0.9992268548202131,0.0005
10004.266666669399,0.9998074583165659,0.0005
10004.268055558288,0.9995256487053864,0.0005
10004.269444447178,1.0004041784825422,0.0005
10007.030555560057,0.9986506071062985,0.0005
10007.031944448947,1.0004649911134,0.0005
10007.033333337837,1.0004426273343385,0.0005
10007.034722226726,1.0004887747725713,0.0005
10007.036111115616,1.0013849995423956,0.0005
10007.037500004506,1.0001283872130475,0.0005
10007.038888893396,1.0005326570302244,0.0005
10007.040277782286,1.0000012491308305,0.0005
10007.041666671175,1.0004182821771253,0.0005
10007.043055560065,0.99991185012175,0.0005
10007.044444448955,0.9993176993203576,0.0005
10007.045833337845,0.9994733704342376,0.0005
10007.047222226734,1.0006131115190156,0.0005
10007.048611115624,1.0006257075699725,0.0005
10007.050000004514,1.0008722402508905,0.0005
10007.051388893404,1.0003565011751132,0.0005
10007.052777782294,1.0003552890519694,0.0005
10007.054166671183,1.0005484602133348,0.0005
10007.055555560073,1.0002810689729007,0.0005
10007.056944448963,1.0002739010357156,0.0005
10007.058333337853,0.9995275464799284,0.0005
10007.059722226742,0.9997915428508385,0.0005
10007.061111115632,0.9997818687293677,0.0005
10007.062500004522,1.0000335949455246,0.0005
10007.063888893412,1.0001774637252683,0.0005
10007.065277782302,0.9999587040574526,0.0005
10007.066666671191,0.9997570515535297,0.0005
10007.068055560081,1.0002215988245775,0.0005
10007.06944444897,0.9998808653382097,0.0005
10007.07083333786,0.999750859256695,0.0005
10007.07222222675,1.00059683935966,0.0005
10007.07361111564,1.0007607701798955,0.0005
10007.07500000453,0.9990514276052908,0.0005
10007.07638889342,0.9997371438556751,0.0005
10007.07777778231,0.9997141352580052,0.0005
10007.0791666712,1.0000467683164682,0.0005
10007.08055556009,0.9997379563487301,0.0005
10007.081944448979,0.9994449536871783,0.0005
10007.083333337869,1.0003745204871526,0.0005
10007.084722226758,0.9997456671243722,0.0005
10007.086111115648,0.999788915926299,0.0005
10007.087500004538,0.9999860583581203,0.0005
10007.088888893428,1.0008671812774383,0.0005
10007.090277782318,1.0000191962998228,0.0005
10007.091666671207,1.000142863668786,0.0005
10007.093055560097,1.0001992725980877,0.0005
10007.094444448987,1.0003612066413583,0.0005
10007.095833337877,1.0000858305448495,0.0005
10007.097222226766,0.9992296160092524,0.0005
10007.098611115656,0.9991947869281523,0.0005
10007.100000004546,0.9996860360591836,0.0005
10007.101388893436,0.9999898215505442,0.0005
10007.102777782326,0.9995617093973257,0.0005
10007.104166671215,1.0000724893484552,0.0005
10007.105555560105,0.9999026376703889,0.0005
10007.106944448995,1.0000477542941042,0.0005
10007.108333337885,1.000942362864814,0.0005
10007.109722226774,0.9997138555613564,0.0005
10007.111111115664,1.0005820759544495,0.0005
10007.112500004554,1.0008756796250053,0.0005
10007.113888893444,0.9998906850018017,0.0005
10007.115277782334,1.000528706636689,0.0005
10007.116666671223,1.0005501744171221,0.0005
10007.118055560113,0.9996315263772219,0.0005
10007.119444449003,1.000016600318123,0.0005
10007.120833337893,0.9995046642923988,0.0005
10007.122222226782,0.9997686708206992,0.0005
10007.123611115672,1.000231640682995,0.0005
10007.125000004562,0.99924338631217,0.0005
10007.126388893452,0.999238585174012,0.0005
10007.127777782342,0.9999212973973292,0.0005
10007.129166671231,0.9998223599304342,0.0005
10007.130555560121,1.0003447886062509,0.0005
10007.131944449011,0.9990085252548871,0.0005
10007.1333333379,1.0000977045996957,0.0005
10007.13472222679,1.0000964565599533,0.0005
10007.13611111568,0.9995140920270685,0.0005
10007.13750000457,1.0000290758349581,0.0005
10007.13888889346,0.999596250443604,0.0005
10007.14027778235,1.0000220170692586,0.0005
10007.14166667124,0.9990818904514259,0.0005
10007.14305556013,0.9995792441009681,0.0005
10007.144444449019,1.0006047179755246,0.0005
10007.145833337909,1.0003688121734031,0.0005
10007.147222226798,0.9995068412299193,0.0005
10007.148611115688,1.0005621290762587,0.0005
10007.150000004578,0.9994966445236106,0.0005
10007.151388893468,0.9995416086310577,0.0005
10007.152777782358,0.9996299964252088,0.0005
10007.154166671247,0.9997141698700868,0.0005
10007.155555560137,1.0001548719015596,0.0005
10007.156944449027,1.000147002822823,0.0005
10007.158333337917,0.9992549825257017,0.0005
10007.159722226806,0.998649507278156,0.0005
10007.161111115696,0.997509918269701,0.0005
10007.162500004586,0.994818045350586,0.0005
10007.163888893476,0.9925941966414542,0.0005
10007.165277782366,0.9904904618158424,0.0005
10007.166666671255,0.9902444536256275,0.0005
10007.168055560145,0.9896729487074977,0.0005
10007.169444449035,0.9901465246215078,0.0005
10007.170833337925,0.9887670640665416,0.0005
10007.172222226814,0.9884554713699905,0.0005
10007.173611115704,0.9888198621043042,0.0005
10007.175000004594,0.9881216109399049,0.0005
10007.176388893484,0.9881394257671134,0.0005
10007.177777782374,0.988405421810379,0.0005
10007.179166671263,0.9877647181991034,0.0005
10007.180555560153,0.9872652295852807,0.0005
10007.181944449043,0.9880057642138447,0.0005
10007.183333337933,0.9870112341008886,0.0005
10007.184722226822,0.9878670114881472,0.0005
10007.186111115712,0.9870247626989029,0.0005
10007.187500004602,0.9871351319228487,0.0005
10007.188888893492,0.9874415522462154,0.0005
10007.190277782382,0.9868020444564656,0.0005
10007.191666671271,0.9870254873074936,0.0005
10007.193055560161,0.9857198157732323,0.0005
10007.194444449051,0.9870123113504382,0.0005
10007.19583333794,0.9881896056792431,0.0005
10007.19722222683,0.9861686926576319,0.0005
10007.19861111572,0.9868069648204478,0.0005
10007.20000000461,0.9878811232766481,0.0005
10007.2013888935,0.9865107674001131,0.0005
10007.20277778239,0.9858289055519754,0.0005
10007.20416667128,0.9867998617202935,0.0005
10007.20555556017,0.987100201789273,0.0005
10007.206944449059,0.9876574310849794,0.0005
10007.208333337949,0.9864245129178819,0.0005
10007.209722226838,0.9866278758644753,0.0005
10007.211111115728,0.98713042451891,0.0005
10007.212500004618,0.986322541291274,0.0005
10007.213888893508,0.9870616404223557,0.0005
10007.215277782398,0.9873365569042801,0.0005
10007.216666671287,0.9874876074162066,0.0005
10007.218055560177,0.9887081463764199,0.0005
10007.219444449067,0.9870577248098705,0.0005
10007.220833337957,0.9866506542568795,0.0005
10007.222222226846,0.9884905576749018,0.0005
10007.223611115736,0.9875459406842149,0.0005
10007.225000004626,0.9885179818978523,0.0005
10007.226388893516,0.9891701761026687,0.0005
10007.227777782406,0.989080095970911,0.0005
10007.229166671295,0.9894325518904464,0.0005
10007.230555560185,0.989086981850764,0.0005
10007.231944449075,0.9892040598282692,0.0005
10007.233333337965,0.9903426602433917,0.0005
10007.234722226855,0.9912908519154147,0.0005
10007.236111115744,0.9926743139599424,0.0005
